customerID,gender,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
5555-RNPGT,Male,No,Yes,10,Yes,No,Month-to-month,24.8,223.9,No
1057-FOGLZ,Female,No,No,18,Yes,No,Month-to-month,19.65,391.7,No
9300-RENDD,Male,No,No,1,Yes,Fiber optic,Month-to-month,79.95,79.95,Yes
0761-AETCS,Female,No,No,1,Yes,No,Month-to-month,19.3,19.3,Yes
8087-LGYHQ,Male,No,No,9,Yes,Fiber optic,Month-to-month,94.05,811.65,No
4137-BTIKL,Male,No,No,2,Yes,Fiber optic,Month-to-month,90.75,174.75,No
2190-BCXEC,Female,Yes,No,40,Yes,Fiber optic,Month-to-month,78.85,3126.85,No
6227-FBDXH,Male,Yes,No,69,Yes,Fiber optic,One year,99.5,6841.45,No
2153-MREFK,Female,Yes,No,37,Yes,Fiber optic,One year,99.2,3754.6,Yes
2911-WDXMV,Male,No,Yes,18,Yes,Fiber optic,Month-to-month,80.55,1406.65,No
7206-PQBBZ,Male,Yes,No,11,Yes,Fiber optic,Month-to-month,70.2,834.7,No
3106-ULWFW,Female,Yes,No,8,Yes,Fiber optic,Month-to-month,85.2,627.4,Yes
0925-VYDLG,Female,No,No,3,Yes,Fiber optic,Month-to-month,75.25,242,Yes
4547-FZJWE,Male,Yes,Yes,55,Yes,DSL,One year,59.45,3157,No
7422-WNBTY,Male,Yes,No,33,Yes,Fiber optic,Month-to-month,93.35,3092,No
0842-IWYCP,Female,No,No,46,Yes,DSL,Month-to-month,44.95,2168.9,No
3521-HTQTV,Male,No,No,34,Yes,No,Two year,26.1,980.35,No
3744-ZBHON,Female,No,No,3,Yes,No,Month-to-month,20.2,65.95,No
3373-DIUUN,Male,Yes,Yes,30,Yes,No,Two year,21.25,711.9,No
8383-SGHJU,Female,No,No,33,Yes,DSL,One year,59.4,1952.8,No
7607-QKKTJ,Male,Yes,Yes,45,Yes,Fiber optic,One year,95,4368.85,No
7707-PYBBH,Male,No,No,40,Yes,DSL,Month-to-month,61.9,2647.1,No
8984-HPEMB,Female,No,No,71,Yes,Fiber optic,Two year,118.65,8477.6,No
4349-GFQHK,Male,No,No,1,Yes,DSL,Month-to-month,54.35,54.35,Yes
4139-DETXS,Female,Yes,Yes,72,No,DSL,Two year,64.45,4528,No
9779-DPNEJ,Female,Yes,Yes,22,Yes,Fiber optic,Month-to-month,80.15,1790.65,No
9805-FILKB,Male,Yes,Yes,46,Yes,No,One year,20.2,845.6,No
5793-YOLJN,Female,Yes,Yes,55,Yes,No,Two year,21,1210.3,No
0673-IGUQO,Male,No,No,1,Yes,No,Month-to-month,20.45,20.45,No
4123-FCVCB,Female,No,No,12,Yes,DSL,One year,75.85,854.45,No
8819-IMISP,Male,No,No,31,Yes,Fiber optic,Month-to-month,80.45,2429.1,No
7802-EFKNY,Male,Yes,No,5,No,DSL,Month-to-month,24.95,100.4,Yes
8311-UEUAB,Female,Yes,Yes,67,Yes,DSL,Two year,75.5,5229.45,No
5858-EAFCZ,Male,No,No,1,Yes,DSL,Month-to-month,44.45,44.45,No
8035-BUYVG,Male,Yes,No,40,No,DSL,One year,42.35,1716.45,Yes
1163-ONYEY,Male,Yes,Yes,41,Yes,DSL,Month-to-month,74.55,3023.55,No
9787-XVQIU,Male,No,No,1,Yes,Fiber optic,Month-to-month,75.3,75.3,Yes
8945-MUQUF,Male,No,No,51,Yes,Fiber optic,One year,94.8,4837.6,Yes
5656-MJEFC,Male,Yes,Yes,42,No,DSL,Two year,48.15,2032.3,No
6082-OQFBA,Male,Yes,Yes,23,Yes,No,One year,19.65,436.9,No
8051-HJRLT,Female,No,No,1,Yes,Fiber optic,Month-to-month,70.55,70.55,Yes
8974-OVACP,Female,No,No,1,Yes,No,Month-to-month,20.15,20.15,No
4010-YLMVT,Female,No,No,56,Yes,Fiber optic,Month-to-month,106.6,5893.95,No
1379-FRVEB,Male,No,Yes,15,Yes,Fiber optic,Month-to-month,91,1430.05,No
8612-GXIDD,Male,Yes,Yes,12,Yes,No,Two year,25.4,313,No
6288-CHQJB,Female,Yes,Yes,54,Yes,DSL,Two year,69.95,3871.85,No
8160-HOWOX,Female,No,No,7,Yes,DSL,Month-to-month,66.85,458.1,No
3023-GFLBR,Female,Yes,Yes,33,Yes,Fiber optic,Month-to-month,86.15,2745.7,Yes
6648-INWPS,Male,Yes,Yes,16,Yes,No,Month-to-month,20.15,341.35,No
4223-BKEOR,Female,No,Yes,21,Yes,DSL,One year,64.85,1336.8,No
4079-VTGLK,Male,Yes,No,30,Yes,DSL,Two year,74.85,2181.75,No
1763-WQFUK,Male,No,No,3,Yes,DSL,Month-to-month,50.5,147.75,No
1391-UBDAR,Male,No,No,11,Yes,Fiber optic,Month-to-month,72.9,818.45,No
8894-JVDCV,Female,No,No,62,Yes,Fiber optic,One year,115.05,7133.45,No
2023-VQFDL,Male,No,No,18,Yes,No,Month-to-month,19,348.8,No
1345-GKDZZ,Male,No,Yes,6,Yes,No,Month-to-month,19.55,128.6,No
2014-MKGMH,Female,No,No,46,Yes,Fiber optic,One year,101.1,4674.4,No
5628-FCGYG,Male,No,No,21,Yes,Fiber optic,Month-to-month,84.1,1737.45,No
2560-WBWXF,Male,No,No,68,Yes,No,Two year,24.15,1498.85,No
0248-IPDFW,Female,No,No,1,Yes,DSL,Month-to-month,50.1,50.1,No
7978-DKUQH,Female,Yes,No,25,Yes,Fiber optic,Month-to-month,74.6,1797.75,No
4335-UPJSI,Female,No,Yes,24,Yes,No,Two year,19.75,498.1,No
0524-IAVZO,Female,Yes,No,30,Yes,Fiber optic,Month-to-month,85,2624.25,Yes
2737-YNGYW,Female,No,No,2,Yes,Fiber optic,Month-to-month,80.55,184.1,Yes
1784-EZDKJ,Male,Yes,No,51,Yes,Fiber optic,One year,106.8,5498.8,No
9297-FVVDH,Female,Yes,Yes,57,Yes,DSL,Two year,84.5,4845.4,No
8007-YYPWD,Female,No,No,15,Yes,No,Two year,25.05,369.1,No
7101-HRBLJ,Female,Yes,Yes,72,Yes,DSL,Two year,83.7,6096.9,No
5159-YFPKQ,Female,No,No,2,Yes,Fiber optic,Month-to-month,75.8,160.75,Yes
6635-CPNUN,Male,Yes,No,28,Yes,Fiber optic,Month-to-month,96.6,2684.35,No
4021-RQSNY,Male,Yes,No,29,Yes,Fiber optic,Month-to-month,98.5,3004.15,Yes
5453-YBTWV,Male,Yes,Yes,70,Yes,Fiber optic,Two year,101.1,6994.8,No
5039-LZRQT,Female,No,No,13,Yes,No,One year,20.2,273.25,No
2931-VUVJN,Female,Yes,No,59,Yes,Fiber optic,One year,94.05,5483.9,No
9061-TIHDA,Male,Yes,No,13,Yes,Fiber optic,Month-to-month,95.25,1233.65,Yes
8699-ASUFO,Male,Yes,No,7,Yes,Fiber optic,Month-to-month,74.4,527.9,Yes
6418-PIQSP,Female,Yes,No,62,Yes,DSL,Two year,81,4985.9,No
8220-OCUFY,Female,No,No,21,Yes,DSL,One year,60.25,1258.35,No
3995-WFCSM,Female,No,No,2,Yes,DSL,Month-to-month,60.85,111.4,No
1895-QTKDO,Female,No,No,1,Yes,DSL,Month-to-month,43.95,43.95,No
2038-OEQZH,Male,No,No,4,Yes,Fiber optic,Month-to-month,86.05,308.1,No
1178-PZGAB,Female,No,No,19,Yes,No,One year,20.25,383.65,No
7927-AUXBZ,Female,No,No,30,Yes,Fiber optic,Month-to-month,85.15,2555.9,Yes
2626-VEEWG,Male,Yes,Yes,67,Yes,No,Two year,19.4,1284.2,No
2878-RMWXY,Male,Yes,No,72,Yes,Fiber optic,Two year,102.65,7550.3,No
1657-DYMBM,Male,Yes,No,53,Yes,No,Two year,19.9,1110.05,No
7311-MQJCH,Female,No,No,5,Yes,No,One year,19.55,99.6,No
7375-WMVMT,Male,Yes,No,71,Yes,Fiber optic,Two year,95.5,6707.15,No
1136-XGEQU,Female,Yes,Yes,50,Yes,DSL,One year,84.15,4164.4,No
2530-FMFXO,Male,Yes,Yes,56,Yes,Fiber optic,Two year,103.2,5873.75,No
6844-DZKRF,Male,No,No,2,Yes,DSL,Month-to-month,50.2,109.25,No
4695-WJZUE,Female,No,No,2,Yes,Fiber optic,Month-to-month,88.55,179.25,Yes
7619-ODSGN,Male,Yes,Yes,24,Yes,DSL,Month-to-month,54.75,1338.15,Yes
5970-GHJAW,Male,Yes,Yes,46,Yes,No,Two year,19.95,862.4,No
8879-XUAHX,Male,Yes,No,71,Yes,Fiber optic,Two year,116.25,8564.75,No
3689-MOZGR,Female,No,No,29,No,DSL,Month-to-month,31.2,926.2,No
4195-PNGZS,Male,Yes,Yes,69,Yes,No,Two year,24.45,1718.2,No
5003-XZWWO,Male,Yes,No,71,Yes,DSL,Two year,84.2,5956.85,No
3988-RQIXO,Female,No,No,1,Yes,Fiber optic,Month-to-month,91.3,91.3,Yes
7622-FWGEW,Male,Yes,No,56,Yes,DSL,Two year,85.65,4824.45,No
6922-NCEDI,Male,No,Yes,56,Yes,No,One year,21.2,1238.65,No
2514-GINMM,Male,No,No,1,Yes,Fiber optic,Month-to-month,79.5,79.5,Yes
9891-NQDBD,Female,Yes,No,28,Yes,No,One year,25.55,672.2,No
6131-IUNXN,Female,Yes,Yes,19,Yes,No,Month-to-month,20.2,382.2,No
8548-AWOFC,Male,Yes,No,66,Yes,DSL,Month-to-month,63.85,4264.6,No
9798-DRYDS,Female,Yes,Yes,17,Yes,DSL,One year,61.95,1070.7,No
8532-UEFWH,Male,Yes,Yes,52,Yes,No,Two year,25.75,1345.85,No
6296-DDOOR,Female,No,No,19,Yes,DSL,One year,58.2,1045.25,No
7951-VRDVK,Female,No,No,36,Yes,DSL,One year,85.85,3003.55,No
5931-FLJJF,Male,Yes,No,7,Yes,Fiber optic,Month-to-month,70.1,467.55,Yes
4815-YOSUK,Male,Yes,Yes,72,Yes,Fiber optic,One year,104.9,7537.5,No
2659-VXMWZ,Male,Yes,Yes,67,Yes,Fiber optic,One year,111.3,7482.1,Yes
0380-NEAVX,Male,No,No,34,Yes,Fiber optic,One year,99.85,3343.15,No
3207-OYBWH,Male,Yes,No,57,Yes,Fiber optic,Month-to-month,95.25,5427.05,Yes
4285-GYRQC,Female,Yes,No,7,Yes,Fiber optic,Month-to-month,86.25,587.1,Yes
7216-EWTRS,Female,Yes,No,1,Yes,Fiber optic,Month-to-month,100.8,100.8,Yes
4365-MSDYN,Male,Yes,No,8,Yes,No,Month-to-month,19.55,161.15,No
7036-TYDEC,Female,No,No,69,Yes,Fiber optic,Two year,104,7028.5,No
5802-ADBRC,Female,Yes,No,50,Yes,Fiber optic,One year,104.4,5232.9,No
8076-FEZKJ,Male,No,No,10,Yes,No,One year,19.5,225.85,No
5197-YPYBZ,Female,Yes,Yes,12,Yes,No,Two year,25.25,274.7,No
8337-MSSXB,Female,No,No,14,Yes,Fiber optic,Month-to-month,86.3,1180.95,Yes
4312-GVYNH,Female,Yes,No,70,No,DSL,Two year,49.85,3370.2,No
8495-LJDFO,Female,No,No,64,Yes,Fiber optic,Month-to-month,108.95,7111.3,No
0839-JTCUD,Female,Yes,Yes,66,Yes,DSL,Two year,89.9,5958.85,No
5494-WOZRZ,Female,Yes,Yes,71,Yes,DSL,Two year,82,5999.85,No
1302-UHBDD,Male,No,No,20,Yes,Fiber optic,Month-to-month,89.95,1648.45,No
2234-EOFPT,Male,Yes,No,72,Yes,DSL,Two year,79.35,5753.25,No
8619-IJNDK,Female,Yes,Yes,71,Yes,DSL,Two year,64.05,4492.9,No
8378-LKJAF,Male,Yes,Yes,38,Yes,Fiber optic,Month-to-month,101.15,3956.7,No
8182-BJDSI,Female,No,No,28,Yes,Fiber optic,Month-to-month,89.95,2625.55,Yes
2528-HFYZX,Male,Yes,No,17,Yes,Fiber optic,Month-to-month,76.45,1233.4,Yes
1153-GNOLC,Male,No,No,33,No,DSL,One year,39.1,1309,No
3298-QEICA,Female,Yes,Yes,23,No,DSL,Two year,34.6,813.45,No
0788-DXBFY,Male,Yes,Yes,58,Yes,No,One year,19.55,1108.8,No
3597-YASZG,Female,Yes,No,70,Yes,Fiber optic,Two year,104.45,7349.35,No
3496-LFSZU,Male,Yes,No,4,Yes,Fiber optic,Month-to-month,70.5,294.2,No
5242-UOWHD,Male,Yes,Yes,45,Yes,No,Two year,20.35,929.2,No
2482-CZGBB,Male,No,No,10,Yes,Fiber optic,Month-to-month,70,740,Yes
6479-SZPLM,Male,Yes,Yes,36,Yes,No,Two year,19.45,754.5,No
8097-VBQTZ,Male,No,No,54,Yes,DSL,Month-to-month,69.9,3883.3,No
4500-HKANN,Male,Yes,Yes,23,Yes,DSL,Two year,59.7,1414.2,No
9917-KWRBE,Female,Yes,Yes,41,Yes,DSL,One year,78.35,3211.2,No
3420-ZDBMA,Male,No,No,5,Yes,Fiber optic,Month-to-month,71.45,371.6,No
2212-LYASK,Male,Yes,Yes,27,No,DSL,One year,45.85,1246.4,No
1393-IMKZG,Female,No,No,1,Yes,Fiber optic,Month-to-month,95.85,95.85,No
8069-RHUXK,Female,Yes,Yes,67,No,DSL,Two year,35.7,2545.7,No
3398-GCPMU,Female,Yes,Yes,72,Yes,DSL,Two year,89.55,6448.85,No
2908-WGAXL,Female,Yes,Yes,56,Yes,No,Two year,24.95,1468.9,No
3378-AJRAO,Male,Yes,Yes,44,Yes,No,One year,24.85,1013.6,No
1013-QCWAM,Female,Yes,No,66,Yes,Fiber optic,Month-to-month,100.8,6690.75,No
0866-QLSIR,Female,No,No,34,Yes,DSL,One year,64.4,2088.75,Yes
6050-FFXES,Female,Yes,No,69,Yes,Fiber optic,Two year,105.35,7240.65,No
7181-BQYBV,Female,Yes,Yes,1,Yes,Fiber optic,Month-to-month,102.45,102.45,Yes
0362-RAOQO,Female,No,No,40,Yes,No,Two year,19.65,830.25,No
9554-DFKIC,Male,Yes,Yes,30,Yes,DSL,Month-to-month,54.45,1588.7,No
5527-ACHSO,Female,No,No,11,Yes,DSL,Month-to-month,70.5,829.3,No
0829-DDVLK,Female,No,No,15,Yes,No,One year,20.1,302.45,No
1399-UBQIU,Male,No,No,11,Yes,DSL,Month-to-month,69.35,712.25,No
1813-JLKWR,Female,Yes,Yes,64,Yes,No,One year,19.8,1336.65,No
0336-PIKEI,Male,Yes,No,72,Yes,DSL,Two year,74.4,5360.75,No
7322-OCWHC,Male,Yes,No,72,Yes,Fiber optic,Two year,93.05,6735.05,No
9537-VHDTA,Female,No,Yes,1,Yes,DSL,Month-to-month,51.2,51.2,No
4957-TIALW,Female,No,Yes,15,Yes,DSL,One year,65.6,1010,No
2054-PJOCK,Female,No,No,60,Yes,DSL,One year,80.55,4847.05,No
9150-HEPMB,Male,No,No,56,Yes,DSL,One year,52.7,3019.7,No
9030-QGZNL,Female,No,No,8,Yes,No,Two year,20.85,161.65,No
6204-IEUXJ,Female,No,No,3,Yes,Fiber optic,Month-to-month,80.1,217.55,Yes
3126-WQMGH,Female,Yes,No,49,Yes,DSL,Month-to-month,52.15,2583.75,No
4529-CKBCL,Female,No,No,2,Yes,Fiber optic,Month-to-month,80.2,146.05,Yes
2506-CLAKW,Female,No,No,6,Yes,Fiber optic,Month-to-month,98.15,567.45,Yes
7176-WRTNX,Male,No,No,70,Yes,Fiber optic,Two year,114.95,7711.25,No
1583-IHQZE,Male,No,No,12,Yes,Fiber optic,Month-to-month,112.95,1384.75,Yes
5732-IKGQH,Male,Yes,No,52,Yes,Fiber optic,One year,104.45,5481.25,No
9239-GZHZE,Female,Yes,No,72,Yes,Fiber optic,Two year,113.65,8124.2,No
7205-BAIAD,Female,No,No,40,Yes,No,Two year,20.6,827.3,No
0151-ONTOV,Female,No,No,1,Yes,Fiber optic,Month-to-month,70.9,70.9,Yes
4140-MUHUG,Female,No,No,3,Yes,Fiber optic,Month-to-month,86.85,220.95,Yes
0093-EXYQL,Female,No,No,40,Yes,Fiber optic,Month-to-month,91.55,3673.6,No
8064-RAVOH,Male,No,Yes,1,Yes,DSL,Month-to-month,49.85,49.85,No
0219-QAERP,Male,Yes,No,30,Yes,No,One year,19.8,576.65,No
0320-JDNQG,Male,Yes,Yes,23,Yes,Fiber optic,Month-to-month,99.85,2331.3,Yes
7180-PISOG,Male,Yes,Yes,1,Yes,Fiber optic,Month-to-month,74.5,74.5,Yes
9168-INPSZ,Female,Yes,No,44,Yes,Fiber optic,Month-to-month,104.15,4495.65,No
3571-RFHAR,Male,No,No,65,Yes,Fiber optic,Month-to-month,109.15,6941.2,Yes
0015-UOCOJ,Female,No,No,7,Yes,DSL,Month-to-month,48.2,340.35,No
5334-AFQJB,Male,No,No,72,Yes,No,Two year,25.1,1789.9,No
2754-SDJRD,Female,No,No,8,Yes,Fiber optic,Month-to-month,100.15,908.55,No
9578-VRMNM,Female,No,No,16,Yes,DSL,Month-to-month,65.2,1043.35,Yes
1587-FKLZB,Male,Yes,Yes,66,Yes,Fiber optic,Month-to-month,99.5,6822.15,Yes
6140-QNRQQ,Male,No,No,1,Yes,Fiber optic,Month-to-month,71.55,71.55,Yes
8963-JLGJT,Male,No,Yes,3,Yes,DSL,Month-to-month,55.9,157.55,No
4307-KTUMW,Male,Yes,No,53,Yes,Fiber optic,Month-to-month,93.9,5029.2,Yes
1465-LNTLJ,Male,Yes,No,8,Yes,DSL,Month-to-month,64.4,581.7,No
5440-FLBQG,Male,Yes,No,69,Yes,Fiber optic,Two year,108.4,7318.2,Yes
2135-DQWAQ,Female,No,No,5,Yes,Fiber optic,Month-to-month,85.3,420.45,No
4056-QHXHZ,Female,Yes,Yes,72,Yes,Fiber optic,Two year,107.45,7576.7,No
7470-MCQTK,Female,Yes,No,13,No,DSL,Month-to-month,48.75,633.4,Yes
7488-MXJIV,Female,No,No,4,Yes,Fiber optic,Month-to-month,85.65,321.65,Yes
7401-JIXNM,Female,Yes,Yes,54,Yes,DSL,Two year,91.3,4965,No
9339-FIIJL,Male,Yes,No,72,Yes,DSL,Two year,85.95,6151.9,No
2027-FECZV,Male,No,No,12,Yes,Fiber optic,Month-to-month,106.7,1253.9,Yes
2672-DZUOY,Male,No,No,1,No,DSL,Month-to-month,25.15,25.15,Yes
4706-DGAHW,Male,No,No,1,Yes,DSL,Month-to-month,45.2,45.2,No
3870-MQAMG,Female,Yes,No,54,Yes,Fiber optic,One year,110.35,5893.15,Yes
6670-MFRPK,Male,Yes,Yes,69,Yes,Fiber optic,Two year,79.2,5420.65,No
6177-PEVRA,Female,No,No,48,Yes,DSL,Two year,55.5,2627.35,No
4800-CZMPC,Female,Yes,Yes,48,Yes,Fiber optic,One year,103.25,5037.55,Yes
4813-HQMGZ,Female,Yes,No,8,Yes,Fiber optic,Month-to-month,90.25,743.75,No
7579-KKLOE,Male,Yes,Yes,71,Yes,DSL,Two year,91.25,6589.6,No
7377-DMMRI,Male,No,No,2,Yes,DSL,Month-to-month,47.8,92.45,Yes
8402-EIVQS,Male,Yes,No,67,Yes,Fiber optic,One year,100.9,6733.15,No
4947-DSMXK,Male,Yes,Yes,34,Yes,Fiber optic,Month-to-month,97.7,3410,No
7245-NIIWQ,Female,No,No,3,Yes,Fiber optic,Month-to-month,69.85,199.85,No
0002-ORFBO,Female,Yes,Yes,9,Yes,DSL,One year,65.6,593.3,No
3324-OIRTO,Male,Yes,Yes,71,Yes,Fiber optic,One year,104.65,7288.4,No
5414-OFQCB,Male,No,No,57,Yes,Fiber optic,Two year,90.45,5229.8,No
4967-WPNCF,Male,No,No,72,No,DSL,Two year,63.7,4464.8,No
8552-OBVRU,Female,Yes,Yes,48,Yes,Fiber optic,Month-to-month,104.5,5068.05,No
8499-BRXTD,Male,No,No,18,Yes,No,One year,20.1,401.85,No
9154-QDGTH,Male,Yes,Yes,43,Yes,Fiber optic,One year,104.3,4451.85,No
8197-BFWVU,Female,Yes,Yes,72,Yes,DSL,Two year,93.25,6688.95,No
2577-GVSIL,Male,Yes,Yes,35,Yes,DSL,One year,73.45,2661.1,No
9367-OIUXP,Male,No,No,4,Yes,No,Month-to-month,20.7,73.05,No
6770-UAYGJ,Female,Yes,Yes,49,Yes,No,Two year,25.25,1211.65,No
6463-HHXJR,Female,Yes,Yes,71,Yes,Fiber optic,Two year,100.5,7030.65,No
7928-VJYAB,Male,Yes,Yes,11,Yes,Fiber optic,Month-to-month,90.6,1020.2,No
1187-WILMM,Male,Yes,Yes,63,Yes,DSL,Two year,89.4,5597.65,No
9776-OJUZI,Female,No,No,65,Yes,Fiber optic,Month-to-month,95.45,6223.3,No
1306-RPWXZ,Female,No,Yes,49,Yes,No,Two year,20.45,1024.65,No
8949-JTMAY,Female,No,No,29,Yes,Fiber optic,Month-to-month,98.6,2933.2,Yes
2774-LVQUS,Female,Yes,No,15,Yes,Fiber optic,Month-to-month,83.05,1258.3,Yes
3097-PYWXL,Female,Yes,Yes,4,Yes,No,Month-to-month,19.95,82.9,No
2266-SJNAT,Female,Yes,No,72,Yes,Fiber optic,One year,109.15,7789.6,No
0869-PAPRP,Female,Yes,No,26,Yes,Fiber optic,Month-to-month,85.7,2067,No
4238-JSSWH,Female,Yes,No,35,Yes,Fiber optic,Month-to-month,102.05,3452.55,No
2972-YDYUW,Female,No,No,57,Yes,Fiber optic,One year,94.7,5468.95,No
1104-FEJAM,Male,Yes,Yes,28,Yes,DSL,Month-to-month,64.4,1802.15,No
2809-ILCYT,Female,Yes,No,25,Yes,No,One year,26.8,733.55,No
5499-ECUTN,Female,Yes,No,47,Yes,DSL,One year,66.05,3021.45,No
4981-FLTMF,Female,Yes,Yes,57,Yes,DSL,Month-to-month,65.2,3687.85,No
9121-PHQSR,Male,Yes,No,16,Yes,Fiber optic,Month-to-month,85.05,1391.15,No
3113-IWHLC,Male,No,No,5,Yes,DSL,Month-to-month,55.8,274.35,No
3211-ILJTT,Male,Yes,No,17,Yes,Fiber optic,Month-to-month,70.4,1214.05,Yes
4612-THJBS,Female,No,No,56,Yes,Fiber optic,One year,104.75,5510.65,Yes
4277-BWBML,Male,Yes,Yes,72,Yes,No,Two year,19.95,1322.85,No
4094-NSEDU,Female,No,No,21,Yes,Fiber optic,Month-to-month,94.25,1973.75,Yes
0234-TEVTT,Female,Yes,Yes,48,No,DSL,One year,45,2196.3,No
4304-TSPVK,Female,Yes,No,68,Yes,Fiber optic,Two year,114.9,7843.55,No
1552-AAGRX,Female,No,No,30,Yes,Fiber optic,Month-to-month,106.4,3211.9,No
2637-FKFSY,Female,Yes,No,3,Yes,DSL,Month-to-month,46.1,130.15,No
9796-MVYXX,Female,No,No,14,No,DSL,Two year,39.7,692.35,No
7874-ECPQJ,Female,No,Yes,4,Yes,No,Month-to-month,20.05,85.5,No
0020-INWCK,Female,Yes,Yes,71,Yes,Fiber optic,Two year,95.75,6849.4,No
7089-RKVSZ,Male,Yes,Yes,8,Yes,No,One year,24.4,203.95,No
2683-JXWQQ,Male,Yes,Yes,61,No,DSL,Month-to-month,33.6,2117.2,No
9548-ZMVTX,Male,Yes,Yes,72,Yes,Fiber optic,Two year,90.45,6565.85,No
8739-XNIKG,Female,No,No,5,Yes,Fiber optic,Month-to-month,84,424.75,No
9755-JHNMN,Female,No,No,49,Yes,DSL,Two year,67.4,3306.85,No
3981-QSVQI,Male,No,No,8,Yes,No,Month-to-month,19.7,168.9,No
2789-HQBOU,Male,No,No,3,Yes,Fiber optic,Month-to-month,80.35,253.8,No
9424-CMPOG,Male,Yes,Yes,9,Yes,No,Two year,19.6,197.4,No
5067-WJEUN,Male,Yes,Yes,67,Yes,DSL,Two year,54.2,3838.2,No
3450-WXOAT,Male,No,No,46,Yes,DSL,Month-to-month,45.2,2065.15,No
9251-WNSOD,Female,Yes,No,67,Yes,DSL,One year,75.1,5064.45,No
6974-DAFLI,Female,Yes,No,55,Yes,No,One year,19.7,1140.05,No
2616-UUTFK,Male,Yes,No,33,Yes,DSL,Month-to-month,72.75,2447.45,No
7064-JHXCE,Male,Yes,Yes,62,Yes,No,Two year,20.05,1263.9,No
5103-MHMHY,Female,No,Yes,1,Yes,DSL,Month-to-month,45.95,45.95,Yes
7989-AWGEH,Male,Yes,Yes,49,No,DSL,Month-to-month,39.2,1838.15,No
4373-VVHQL,Male,No,No,1,Yes,DSL,Month-to-month,44.75,44.75,No
4559-UWIHT,Male,Yes,No,14,Yes,Fiber optic,Month-to-month,82.65,1185,No
7268-IGMFD,Male,No,No,18,Yes,Fiber optic,Month-to-month,93.9,1743.9,No
1846-XWOQN,Female,No,No,1,Yes,Fiber optic,Month-to-month,70.15,70.15,Yes
0235-KGSLC,Female,No,No,1,Yes,Fiber optic,Month-to-month,85.55,85.55,Yes
6650-BWFRT,Female,Yes,No,72,Yes,Fiber optic,Two year,117.15,8529.5,No
9570-KYEUA,Male,No,No,64,Yes,Fiber optic,Two year,99.25,6549.45,No
6993-YGFJV,Male,Yes,No,69,Yes,Fiber optic,Two year,112.55,7806.5,No
2712-SYWAY,Female,No,No,1,Yes,No,Month-to-month,25.7,25.7,No
0730-BGQGF,Male,Yes,Yes,71,Yes,DSL,Two year,90.3,6287.3,No
5498-IBWPI,Female,Yes,Yes,66,Yes,DSL,One year,49.4,3251.85,No
9101-NTIXF,Male,No,No,2,Yes,No,Month-to-month,19.4,50.6,No
0013-SMEOE,Female,Yes,No,71,Yes,Fiber optic,Two year,109.7,7904.25,No
9314-QDMDW,Male,No,No,11,Yes,DSL,One year,61.25,729.95,No
9308-ANMVE,Male,No,Yes,47,Yes,DSL,Month-to-month,55.3,2654.05,No
2884-GBPFB,Female,Yes,No,35,Yes,Fiber optic,Month-to-month,70.3,2416.55,Yes
3757-NJYBX,Male,Yes,No,32,Yes,Fiber optic,Month-to-month,106.35,3520.75,Yes
3413-DHLPB,Male,Yes,Yes,60,Yes,Fiber optic,Month-to-month,103.75,5969.95,No
7649-PHJVR,Male,No,No,11,Yes,No,One year,19.5,226.8,No
6114-TCFID,Female,No,No,29,No,DSL,One year,39.5,1082.75,No
3787-TRIAL,Male,Yes,Yes,21,No,DSL,Month-to-month,26.05,565.75,No
2573-GYRUU,Male,Yes,No,48,Yes,Fiber optic,Month-to-month,91.05,4370.75,No
5156-UMKOW,Female,No,Yes,3,No,DSL,Month-to-month,29.65,90.05,No
1247-QBVSH,Female,Yes,Yes,43,Yes,DSL,Month-to-month,50.2,2169.4,No
6734-GMPVK,Male,No,No,5,Yes,Fiber optic,Month-to-month,105.3,550.6,No
9822-OAOVB,Female,No,No,1,Yes,DSL,Month-to-month,55.45,55.45,No
6161-ERDGD,Male,Yes,Yes,71,Yes,DSL,One year,85.45,6300.85,No
1226-JZNKR,Female,Yes,Yes,8,Yes,No,One year,19.8,160.05,No
7318-EIVKO,Male,No,No,8,Yes,DSL,Month-to-month,59.25,436.6,No
3771-PZOBW,Male,No,No,20,Yes,Fiber optic,Month-to-month,90.7,1781.35,No
5136-KCKGI,Female,Yes,Yes,33,Yes,Fiber optic,One year,103.7,3467,Yes
8231-BSWXX,Male,No,No,71,Yes,Fiber optic,One year,79.05,5552.5,No
6486-LHTMA,Female,Yes,No,31,Yes,Fiber optic,One year,90.7,2835.5,No
4083-BFNYK,Female,Yes,No,38,Yes,Fiber optic,One year,95,3591.25,No
3722-WPXTK,Male,No,No,1,Yes,Fiber optic,Month-to-month,88.35,88.35,Yes
7389-KBFIT,Female,Yes,Yes,2,No,DSL,Month-to-month,30.25,63.75,No
7176-WIONM,Female,Yes,No,12,No,DSL,Month-to-month,49.85,617.15,No
5141-ZUVBH,Female,No,Yes,9,Yes,Fiber optic,Month-to-month,93,870.25,No
1089-HDMKP,Male,No,Yes,11,Yes,DSL,Month-to-month,54.55,601.25,No
7623-HKYRK,Male,No,Yes,6,Yes,No,Month-to-month,19.7,111.65,No
0310-SUCIN,Female,Yes,No,71,Yes,DSL,One year,84.8,6046.1,No
